This is HeaderINFO  2012-07-05 09:31:54,559 24714ms StudyConfigViewModel   InitialData        - || {*} === InitialData ===
DEBUG 2012-07-05 11:13:08,892 571199ms MainViewModel          SetLesson          - || == Current Item : 21/93
DEBUG 2012-07-05 11:13:09,079 571387ms MainViewModel          <_timer_Tick>b__1  - || =================================

DEBUG 2012-07-05 11:13:09,079 571387ms MainViewModel          <_timer_Tick>b__1  - || ==> Is Popup Showing
INFO  2012-07-05 11:13:24,088 586395ms MainViewModel          _waitForClose_Tick - || {*} === Initial Timer For Close Popup === 
INFO  2012-07-05 11:13:24,088 586395ms MainViewModel          _waitForClose_Tick - || ==> WaitBalloon() methods started 
DEBUG 2012-07-05 11:13:24,088 586395ms MainViewModel          <WaitBalloon>b__3  - || == View Timer :14
DEBUG 2012-07-05 11:13:24,088 586395ms MainViewModel          <WaitBalloon>b__3  - || ==> Popup Closed.......
DEBUG 2012-07-05 11:13:24,088 586395ms MainViewModel          <WaitBalloon>b__3  - || ================================= 

DEBUG 2012-07-05 11:13:33,702 596010ms MainViewModel          _timer_Tick        - || =============Summary=============
DEBUG 2012-07-05 11:13:33,702 596010ms MainViewModel          _timer_Tick        - || == Timer tick : True
DEBUG 2012-07-05 11:13:33,718 596025ms MainViewModel          _timer_Tick        - || == TimerPopup.Interval :00:00:25
DEBUG 2012-07-05 11:13:33,718 596025ms MainViewModel          _timer_Tick        - || == TimeOut :25
DEBUG 2012-07-05 11:13:33,968 596275ms MainViewModel          SetLesson          - || == Current Item : 22/93
DEBUG 2012-07-05 11:13:34,109 596416ms MainViewModel          <_timer_Tick>b__1  - || =================================

DEBUG 2012-07-05 11:13:34,109 596416ms MainViewModel          <_timer_Tick>b__1  - || ==> Is Popup Showing
INFO  2012-07-05 11:13:49,117 611424ms MainViewModel          _waitForClose_Tick - || {*} === Initial Timer For Close Popup === 
INFO  2012-07-05 11:13:49,117 611424ms MainViewModel          _waitForClose_Tick - || ==> WaitBalloon() methods started 
DEBUG 2012-07-05 11:13:49,117 611424ms MainViewModel          <WaitBalloon>b__3  - || == View Timer :14
DEBUG 2012-07-05 11:13:49,117 611424ms MainViewModel          <WaitBalloon>b__3  - || ==> Popup Closed.......
DEBUG 2012-07-05 11:13:49,117 611424ms MainViewModel          <WaitBalloon>b__3  - || ================================= 

DEBUG 2012-07-05 11:13:58,763 621070ms MainViewModel          _timer_Tick        - || =============Summary=============
DEBUG 2012-07-05 11:13:58,763 621070ms MainViewModel          _timer_Tick        - || == Timer tick : True
DEBUG 2012-07-05 11:13:58,763 621070ms MainViewModel          _timer_Tick        - || == TimerPopup.Interval :00:00:25
DEBUG 2012-07-05 11:13:58,763 621070ms MainViewModel          _timer_Tick        - || == TimeOut :25
DEBUG 2012-07-05 11:13:59,029 621336ms MainViewModel          SetLesson          - || == Current Item : 23/93
DEBUG 2012-07-05 11:13:59,185 621492ms MainViewModel          <_timer_Tick>b__1  - || =================================

DEBUG 2012-07-05 11:13:59,185 621492ms MainViewModel          <_timer_Tick>b__1  - || ==> Is Popup Showing
INFO  2012-07-05 11:14:14,193 636501ms MainViewModel          _waitForClose_Tick - || {*} === Initial Timer For Close Popup === 
INFO  2012-07-05 11:14:14,193 636501ms MainViewModel          _waitForClose_Tick - || ==> WaitBalloon() methods started 
DEBUG 2012-07-05 11:14:14,193 636501ms MainViewModel          <WaitBalloon>b__3  - || == View Timer :15
DEBUG 2012-07-05 11:14:14,193 636501ms MainViewModel          <WaitBalloon>b__3  - || ==> Popup Closed.......
DEBUG 2012-07-05 11:14:14,193 636501ms MainViewModel          <WaitBalloon>b__3  - || ================================= 

DEBUG 2012-07-05 11:14:23,824 646131ms MainViewModel          _timer_Tick        - || =============Summary=============
DEBUG 2012-07-05 11:14:23,824 646131ms MainViewModel          _timer_Tick        - || == Timer tick : True
DEBUG 2012-07-05 11:14:23,824 646131ms MainViewModel          _timer_Tick        - || == TimerPopup.Interval :00:00:25
DEBUG 2012-07-05 11:14:23,824 646131ms MainViewModel          _timer_Tick        - || == TimeOut :25
DEBUG 2012-07-05 11:14:24,074 646381ms MainViewModel          SetLesson          - || == Current Item : 24/93
DEBUG 2012-07-05 11:14:24,230 646537ms MainViewModel          <_timer_Tick>b__1  - || =================================

DEBUG 2012-07-05 11:14:24,230 646537ms MainViewModel          <_timer_Tick>b__1  - || ==> Is Popup Showing
INFO  2012-07-05 11:14:39,238 661546ms MainViewModel          _waitForClose_Tick - || {*} === Initial Timer For Close Popup === 
INFO  2012-07-05 11:14:39,238 661546ms MainViewModel          _waitForClose_Tick - || ==> WaitBalloon() methods started 
DEBUG 2012-07-05 11:14:39,238 661546ms MainViewModel          <WaitBalloon>b__3  - || == View Timer :14
DEBUG 2012-07-05 11:14:39,238 661546ms MainViewModel          <WaitBalloon>b__3  - || ==> Popup Closed.......
DEBUG 2012-07-05 11:14:39,238 661546ms MainViewModel          <WaitBalloon>b__3  - || ================================= 

DEBUG 2012-07-05 11:14:48,884 671192ms MainViewModel          _timer_Tick        - || =============Summary=============
DEBUG 2012-07-05 11:14:48,884 671192ms MainViewModel          _timer_Tick        - || == Timer tick : True
DEBUG 2012-07-05 11:14:48,884 671192ms MainViewModel          _timer_Tick        - || == TimerPopup.Interval :00:00:25
DEBUG 2012-07-05 11:14:48,884 671192ms MainViewModel          _timer_Tick        - || == TimeOut :25
DEBUG 2012-07-05 11:14:49,134 671442ms MainViewModel          SetLesson          - || == Current Item : 25/93
DEBUG 2012-07-05 11:14:49,306 671614ms MainViewModel          <_timer_Tick>b__1  - || =================================

DEBUG 2012-07-05 11:14:49,306 671614ms MainViewModel          <_timer_Tick>b__1  - || ==> Is Popup Showing
INFO  2012-07-05 11:15:04,311 686619ms MainViewModel          _waitForClose_Tick - || {*} === Initial Timer For Close Popup === 
INFO  2012-07-05 11:15:04,311 686619ms MainViewModel          _waitForClose_Tick - || ==> WaitBalloon() methods started 
DEBUG 2012-07-05 11:15:04,311 686619ms MainViewModel          <WaitBalloon>b__3  - || == View Timer :15
DEBUG 2012-07-05 11:15:04,311 686619ms MainViewModel          <WaitBalloon>b__3  - || ==> Popup Closed.......
DEBUG 2012-07-05 11:15:04,311 686619ms MainViewModel          <WaitBalloon>b__3  - || ================================= 

DEBUG 2012-07-05 11:15:13,938 696246ms MainViewModel          _timer_Tick        - || =============Summary=============
DEBUG 2012-07-05 11:15:13,938 696246ms MainViewModel          _timer_Tick        - || == Timer tick : True
DEBUG 2012-07-05 11:15:13,938 696246ms MainViewModel          _timer_Tick        - || == TimerPopup.Interval :00:00:25
DEBUG 2012-07-05 11:15:13,938 696246ms MainViewModel          _timer_Tick        - || == TimeOut :25
DEBUG 2012-07-05 11:15:14,204 696511ms MainViewModel          SetLesson          - || == Current Item : 26/93
DEBUG 2012-07-05 11:15:14,360 696668ms MainViewModel          <_timer_Tick>b__1  - || =================================

DEBUG 2012-07-05 11:15:14,360 696668ms MainViewModel          <_timer_Tick>b__1  - || ==> Is Popup Showing
INFO  2012-07-05 11:15:29,363 711670ms MainViewModel          _waitForClose_Tick - || {*} === Initial Timer For Close Popup === 
INFO  2012-07-05 11:15:29,363 711670ms MainViewModel          _waitForClose_Tick - || ==> WaitBalloon() methods started 
DEBUG 2012-07-05 11:15:29,363 711670ms MainViewModel          <WaitBalloon>b__3  - || == View Timer :14
DEBUG 2012-07-05 11:15:29,363 711670ms MainViewModel          <WaitBalloon>b__3  - || ==> Popup Closed.......
DEBUG 2012-07-05 11:15:29,363 711670ms MainViewModel          <WaitBalloon>b__3  - || ================================= 

DEBUG 2012-07-05 11:15:38,990 721297ms MainViewModel          _timer_Tick        - || =============Summary=============
DEBUG 2012-07-05 11:15:38,990 721297ms MainViewModel          _timer_Tick        - || == Timer tick : True
DEBUG 2012-07-05 11:15:38,990 721297ms MainViewModel          _timer_Tick        - || == TimerPopup.Interval :00:00:25
DEBUG 2012-07-05 11:15:38,990 721297ms MainViewModel          _timer_Tick        - || == TimeOut :25
DEBUG 2012-07-05 11:15:39,318 721625ms MainViewModel          SetLesson          - || == Current Item : 27/93
DEBUG 2012-07-05 11:15:39,474 721781ms MainViewModel          <_timer_Tick>b__1  - || =================================

DEBUG 2012-07-05 11:15:39,474 721781ms MainViewModel          <_timer_Tick>b__1  - || ==> Is Popup Showing
INFO  2012-07-05 11:15:42,412 724719ms MainViewModel          eEnterExecute>b__0 - ||{*} === Fancy Ballon Mouse Enter Command Executed === 
INFO  2012-07-05 11:15:42,818 725126ms MainViewModel          nMouseLeaveExecute - ||{*} === Fancy Ballon Mouse Leave  Command Executed === 
INFO  2012-07-05 11:15:44,819 727126ms MainViewModel          _waitForClose_Tick - || {*} === Initial Timer For Close Popup === 
INFO  2012-07-05 11:15:44,819 727126ms MainViewModel          _waitForClose_Tick - || ==> WaitBalloon() methods started 
DEBUG 2012-07-05 11:15:44,819 727126ms MainViewModel          <WaitBalloon>b__3  - || == View Timer :5
DEBUG 2012-07-05 11:15:44,819 727126ms MainViewModel          <WaitBalloon>b__3  - || ==> Popup Closed.......
DEBUG 2012-07-05 11:15:44,819 727126ms MainViewModel          <WaitBalloon>b__3  - || ================================= 

DEBUG 2012-07-05 11:16:07,823 750130ms MainViewModel          _timer_Tick        - || =============Summary=============
DEBUG 2012-07-05 11:16:07,823 750130ms MainViewModel          _timer_Tick        - || == Timer tick : True
DEBUG 2012-07-05 11:16:07,823 750130ms MainViewModel          _timer_Tick        - || == TimerPopup.Interval :00:00:25
DEBUG 2012-07-05 11:16:07,823 750130ms MainViewModel          _timer_Tick        - || == TimeOut :25
DEBUG 2012-07-05 11:16:08,104 750412ms MainViewModel          SetLesson          - || == Current Item : 28/93
DEBUG 2012-07-05 11:16:08,276 750583ms MainViewModel          <_timer_Tick>b__1  - || =================================

DEBUG 2012-07-05 11:16:08,276 750583ms MainViewModel          <_timer_Tick>b__1  - || ==> Is Popup Showing
INFO  2012-07-05 11:16:23,279 765586ms MainViewModel          _waitForClose_Tick - || {*} === Initial Timer For Close Popup === 
INFO  2012-07-05 11:16:23,279 765586ms MainViewModel          _waitForClose_Tick - || ==> WaitBalloon() methods started 
DEBUG 2012-07-05 11:16:23,279 765586ms MainViewModel          <WaitBalloon>b__3  - || == View Timer :14
DEBUG 2012-07-05 11:16:23,279 765586ms MainViewModel          <WaitBalloon>b__3  - || ==> Popup Closed.......
DEBUG 2012-07-05 11:16:23,279 765586ms MainViewModel          <WaitBalloon>b__3  - || ================================= 

DEBUG 2012-07-05 11:16:32,874 775182ms MainViewModel          _timer_Tick        - || =============Summary=============
DEBUG 2012-07-05 11:16:32,874 775182ms MainViewModel          _timer_Tick        - || == Timer tick : True
DEBUG 2012-07-05 11:16:32,874 775182ms MainViewModel          _timer_Tick        - || == TimerPopup.Interval :00:00:25
DEBUG 2012-07-05 11:16:32,874 775182ms MainViewModel          _timer_Tick        - || == TimeOut :25
DEBUG 2012-07-05 11:16:33,234 775541ms MainViewModel          SetLesson          - || == Current Item : 29/93
DEBUG 2012-07-05 11:16:33,390 775697ms MainViewModel          <_timer_Tick>b__1  - || =================================

DEBUG 2012-07-05 11:16:33,390 775697ms MainViewModel          <_timer_Tick>b__1  - || ==> Is Popup Showing
INFO  2012-07-05 11:16:48,393 790700ms MainViewModel          _waitForClose_Tick - || {*} === Initial Timer For Close Popup === 
INFO  2012-07-05 11:16:48,393 790700ms MainViewModel          _waitForClose_Tick - || ==> WaitBalloon() methods started 
DEBUG 2012-07-05 11:16:48,393 790700ms MainViewModel          <WaitBalloon>b__3  - || == View Timer :14
DEBUG 2012-07-05 11:16:48,393 790700ms MainViewModel          <WaitBalloon>b__3  - || ==> Popup Closed.......
DEBUG 2012-07-05 11:16:48,393 790700ms MainViewModel          <WaitBalloon>b__3  - || ================================= 

DEBUG 2012-07-05 11:16:57,988 800295ms MainViewModel          _timer_Tick        - || =============Summary=============
DEBUG 2012-07-05 11:16:57,988 800295ms MainViewModel          _timer_Tick        - || == Timer tick : True
DEBUG 2012-07-05 11:16:57,988 800295ms MainViewModel          _timer_Tick        - || == TimerPopup.Interval :00:00:25
DEBUG 2012-07-05 11:16:57,988 800295ms MainViewModel          _timer_Tick        - || == TimeOut :25
DEBUG 2012-07-05 11:16:58,301 800608ms MainViewModel          SetLesson          - || == Current Item : 30/93
DEBUG 2012-07-05 11:16:58,473 800780ms MainViewModel          <_timer_Tick>b__1  - || =================================

DEBUG 2012-07-05 11:16:58,473 800780ms MainViewModel          <_timer_Tick>b__1  - || ==> Is Popup Showing
INFO  2012-07-05 11:17:13,475 815783ms MainViewModel          _waitForClose_Tick - || {*} === Initial Timer For Close Popup === 
INFO  2012-07-05 11:17:13,475 815783ms MainViewModel          _waitForClose_Tick - || ==> WaitBalloon() methods started 
DEBUG 2012-07-05 11:17:13,475 815783ms MainViewModel          <WaitBalloon>b__3  - || == View Timer :15
DEBUG 2012-07-05 11:17:13,475 815783ms MainViewModel          <WaitBalloon>b__3  - || ==> Popup Closed.......
DEBUG 2012-07-05 11:17:13,475 815783ms MainViewModel          <WaitBalloon>b__3  - || ================================= 

DEBUG 2012-07-05 11:17:23,039 825347ms MainViewModel          _timer_Tick        - || =============Summary=============
DEBUG 2012-07-05 11:17:23,039 825347ms MainViewModel          _timer_Tick        - || == Timer tick : True
DEBUG 2012-07-05 11:17:23,039 825347ms MainViewModel          _timer_Tick        - || == TimerPopup.Interval :00:00:25
DEBUG 2012-07-05 11:17:23,039 825347ms MainViewModel          _timer_Tick        - || == TimeOut :25
DEBUG 2012-07-05 11:17:23,352 825659ms MainViewModel          SetLesson          - || == Current Item : 31/93
DEBUG 2012-07-05 11:17:23,493 825800ms MainViewModel          <_timer_Tick>b__1  - || =================================

DEBUG 2012-07-05 11:17:23,493 825800ms MainViewModel          <_timer_Tick>b__1  - || ==> Is Popup Showing
INFO  2012-07-05 11:17:38,495 840803ms MainViewModel          _waitForClose_Tick - || {*} === Initial Timer For Close Popup === 
INFO  2012-07-05 11:17:38,495 840803ms MainViewModel          _waitForClose_Tick - || ==> WaitBalloon() methods started 
DEBUG 2012-07-05 11:17:38,495 840803ms MainViewModel          <WaitBalloon>b__3  - || == View Timer :14
DEBUG 2012-07-05 11:17:38,495 840803ms MainViewModel          <WaitBalloon>b__3  - || ==> Popup Closed.......
DEBUG 2012-07-05 11:17:38,495 840803ms MainViewModel          <WaitBalloon>b__3  - || ================================= 

DEBUG 2012-07-05 11:17:48,091 850398ms MainViewModel          _timer_Tick        - || =============Summary=============
DEBUG 2012-07-05 11:17:48,091 850398ms MainViewModel          _timer_Tick        - || == Timer tick : True
DEBUG 2012-07-05 11:17:48,091 850398ms MainViewModel          _timer_Tick        - || == TimerPopup.Interval :00:00:25
DEBUG 2012-07-05 11:17:48,091 850398ms MainViewModel          _timer_Tick        - || == TimeOut :25
DEBUG 2012-07-05 11:17:48,435 850742ms MainViewModel          SetLesson          - || == Current Item : 32/93
DEBUG 2012-07-05 11:17:48,591 850898ms MainViewModel          <_timer_Tick>b__1  - || =================================

DEBUG 2012-07-05 11:17:48,591 850898ms MainViewModel          <_timer_Tick>b__1  - || ==> Is Popup Showing
INFO  2012-07-05 11:18:03,594 865901ms MainViewModel          _waitForClose_Tick - || {*} === Initial Timer For Close Popup === 
INFO  2012-07-05 11:18:03,594 865901ms MainViewModel          _waitForClose_Tick - || ==> WaitBalloon() methods started 
DEBUG 2012-07-05 11:18:03,594 865901ms MainViewModel          <WaitBalloon>b__3  - || == View Timer :14
DEBUG 2012-07-05 11:18:03,594 865901ms MainViewModel          <WaitBalloon>b__3  - || ==> Popup Closed.......
DEBUG 2012-07-05 11:18:03,594 865901ms MainViewModel          <WaitBalloon>b__3  - || ================================= 

DEBUG 2012-07-05 11:18:13,142 875450ms MainViewModel          _timer_Tick        - || =============Summary=============
DEBUG 2012-07-05 11:18:13,142 875450ms MainViewModel          _timer_Tick        - || == Timer tick : True
DEBUG 2012-07-05 11:18:13,142 875450ms MainViewModel          _timer_Tick        - || == TimerPopup.Interval :00:00:25
DEBUG 2012-07-05 11:18:13,142 875450ms MainViewModel          _timer_Tick        - || == TimeOut :25
DEBUG 2012-07-05 11:18:13,470 875778ms MainViewModel          SetLesson          - || == Current Item : 33/93
DEBUG 2012-07-05 11:18:13,627 875934ms MainViewModel          <_timer_Tick>b__1  - || =================================

DEBUG 2012-07-05 11:18:13,627 875934ms MainViewModel          <_timer_Tick>b__1  - || ==> Is Popup Showing
INFO  2012-07-05 11:18:28,629 890937ms MainViewModel          _waitForClose_Tick - || {*} === Initial Timer For Close Popup === 
INFO  2012-07-05 11:18:28,629 890937ms MainViewModel          _waitForClose_Tick - || ==> WaitBalloon() methods started 
DEBUG 2012-07-05 11:18:28,629 890937ms MainViewModel          <WaitBalloon>b__3  - || == View Timer :14
DEBUG 2012-07-05 11:18:28,629 890937ms MainViewModel          <WaitBalloon>b__3  - || ==> Popup Closed.......
DEBUG 2012-07-05 11:18:28,629 890937ms MainViewModel          <WaitBalloon>b__3  - || ================================= 

DEBUG 2012-07-05 11:18:38,194 900501ms MainViewModel          _timer_Tick        - || =============Summary=============
DEBUG 2012-07-05 11:18:38,194 900501ms MainViewModel          _timer_Tick        - || == Timer tick : True
DEBUG 2012-07-05 11:18:38,194 900501ms MainViewModel          _timer_Tick        - || == TimerPopup.Interval :00:00:25
DEBUG 2012-07-05 11:18:38,194 900501ms MainViewModel          _timer_Tick        - || == TimeOut :25
DEBUG 2012-07-05 11:18:38,537 900845ms MainViewModel          SetLesson          - || == Current Item : 34/93
DEBUG 2012-07-05 11:18:38,725 901032ms MainViewModel          <_timer_Tick>b__1  - || =================================

DEBUG 2012-07-05 11:18:38,725 901032ms MainViewModel          <_timer_Tick>b__1  - || ==> Is Popup Showing
INFO  2012-07-05 11:18:53,728 916035ms MainViewModel          _waitForClose_Tick - || {*} === Initial Timer For Close Popup === 
INFO  2012-07-05 11:18:53,728 916035ms MainViewModel          _waitForClose_Tick - || ==> WaitBalloon() methods started 
DEBUG 2012-07-05 11:18:53,728 916035ms MainViewModel          <WaitBalloon>b__3  - || == View Timer :14
DEBUG 2012-07-05 11:18:53,728 916035ms MainViewModel          <WaitBalloon>b__3  - || ==> Popup Closed.......
DEBUG 2012-07-05 11:18:53,728 916035ms MainViewModel          <WaitBalloon>b__3  - || ================================= 

DEBUG 2012-07-05 11:19:03,261 925568ms MainViewModel          _timer_Tick        - || =============Summary=============
DEBUG 2012-07-05 11:19:03,261 925568ms MainViewModel          _timer_Tick        - || == Timer tick : True
DEBUG 2012-07-05 11:19:03,261 925568ms MainViewModel          _timer_Tick        - || == TimerPopup.Interval :00:00:25
DEBUG 2012-07-05 11:19:03,261 925568ms MainViewModel          _timer_Tick        - || == TimeOut :25
DEBUG 2012-07-05 11:19:03,620 925927ms MainViewModel          SetLesson          - || == Current Item : 35/93
DEBUG 2012-07-05 11:19:03,776 926084ms MainViewModel          <_timer_Tick>b__1  - || =================================

DEBUG 2012-07-05 11:19:03,776 926084ms MainViewModel          <_timer_Tick>b__1  - || ==> Is Popup Showing
INFO  2012-07-05 11:19:18,779 941086ms MainViewModel          _waitForClose_Tick - || {*} === Initial Timer For Close Popup === 
INFO  2012-07-05 11:19:18,779 941086ms MainViewModel          _waitForClose_Tick - || ==> WaitBalloon() methods started 
DEBUG 2012-07-05 11:19:18,779 941086ms MainViewModel          <WaitBalloon>b__3  - || == View Timer :15
DEBUG 2012-07-05 11:19:18,779 941086ms MainViewModel          <WaitBalloon>b__3  - || ==> Popup Closed.......
DEBUG 2012-07-05 11:19:18,779 941086ms MainViewModel          <WaitBalloon>b__3  - || ================================= 

DEBUG 2012-07-05 11:19:28,328 950635ms MainViewModel          _timer_Tick        - || =============Summary=============
DEBUG 2012-07-05 11:19:28,328 950635ms MainViewModel          _timer_Tick        - || == Timer tick : True
DEBUG 2012-07-05 11:19:28,328 950635ms MainViewModel          _timer_Tick        - || == TimerPopup.Interval :00:00:25
DEBUG 2012-07-05 11:19:28,328 950635ms MainViewModel          _timer_Tick        - || == TimeOut :25
DEBUG 2012-07-05 11:19:28,734 951041ms MainViewModel          SetLesson          - || == Current Item : 36/93
DEBUG 2012-07-05 11:19:28,906 951213ms MainViewModel          <_timer_Tick>b__1  - || =================================

DEBUG 2012-07-05 11:19:28,906 951213ms MainViewModel          <_timer_Tick>b__1  - || ==> Is Popup Showing
INFO  2012-07-05 11:19:43,908 966216ms MainViewModel          _waitForClose_Tick - || {*} === Initial Timer For Close Popup === 
INFO  2012-07-05 11:19:43,908 966216ms MainViewModel          _waitForClose_Tick - || ==> WaitBalloon() methods started 
DEBUG 2012-07-05 11:19:43,908 966216ms MainViewModel          <WaitBalloon>b__3  - || == View Timer :14
DEBUG 2012-07-05 11:19:43,908 966216ms MainViewModel          <WaitBalloon>b__3  - || ==> Popup Closed.......
DEBUG 2012-07-05 11:19:43,908 966216ms MainViewModel          <WaitBalloon>b__3  - || ================================= 

DEBUG 2012-07-05 11:19:53,394 975702ms MainViewModel          _timer_Tick        - || =============Summary=============
DEBUG 2012-07-05 11:19:53,394 975702ms MainViewModel          _timer_Tick        - || == Timer tick : True
DEBUG 2012-07-05 11:19:53,394 975702ms MainViewModel          _timer_Tick        - || == TimerPopup.Interval :00:00:25
DEBUG 2012-07-05 11:19:53,394 975702ms MainViewModel          _timer_Tick        - || == TimeOut :25
DEBUG 2012-07-05 11:19:53,770 976077ms MainViewModel          SetLesson          - || == Current Item : 37/93
DEBUG 2012-07-05 11:19:53,926 976233ms MainViewModel          <_timer_Tick>b__1  - || =================================

DEBUG 2012-07-05 11:19:53,926 976233ms MainViewModel          <_timer_Tick>b__1  - || ==> Is Popup Showing
INFO  2012-07-05 11:20:08,927 991234ms MainViewModel          _waitForClose_Tick - || {*} === Initial Timer For Close Popup === 
INFO  2012-07-05 11:20:08,927 991234ms MainViewModel          _waitForClose_Tick - || ==> WaitBalloon() methods started 
DEBUG 2012-07-05 11:20:08,927 991234ms MainViewModel          <WaitBalloon>b__3  - || == View Timer :14
DEBUG 2012-07-05 11:20:08,927 991234ms MainViewModel          <WaitBalloon>b__3  - || ==> Popup Closed.......
DEBUG 2012-07-05 11:20:08,927 991234ms MainViewModel          <WaitBalloon>b__3  - || ================================= 

DEBUG 2012-07-05 11:20:18,459 1000766ms MainViewModel          _timer_Tick        - || =============Summary=============
DEBUG 2012-07-05 11:20:18,459 1000766ms MainViewModel          _timer_Tick        - || == Timer tick : True
DEBUG 2012-07-05 11:20:18,459 1000766ms MainViewModel          _timer_Tick        - || == TimerPopup.Interval :00:00:25
DEBUG 2012-07-05 11:20:18,459 1000766ms MainViewModel          _timer_Tick        - || == TimeOut :25
DEBUG 2012-07-05 11:20:18,849 1001157ms MainViewModel          SetLesson          - || == Current Item : 38/93
DEBUG 2012-07-05 11:20:19,005 1001313ms MainViewModel          <_timer_Tick>b__1  - || =================================

DEBUG 2012-07-05 11:20:19,005 1001313ms MainViewModel          <_timer_Tick>b__1  - || ==> Is Popup Showing
INFO  2012-07-05 11:20:34,006 1016314ms MainViewModel          _waitForClose_Tick - || {*} === Initial Timer For Close Popup === 
INFO  2012-07-05 11:20:34,006 1016314ms MainViewModel          _waitForClose_Tick - || ==> WaitBalloon() methods started 
DEBUG 2012-07-05 11:20:34,006 1016314ms MainViewModel          <WaitBalloon>b__3  - || == View Timer :15
DEBUG 2012-07-05 11:20:34,006 1016314ms MainViewModel          <WaitBalloon>b__3  - || ==> Popup Closed.......
DEBUG 2012-07-05 11:20:34,006 1016314ms MainViewModel          <WaitBalloon>b__3  - || ================================= 

DEBUG 2012-07-05 11:20:43,522 1025830ms MainViewModel          _timer_Tick        - || =============Summary=============
DEBUG 2012-07-05 11:20:43,522 1025830ms MainViewModel          _timer_Tick        - || == Timer tick : True
DEBUG 2012-07-05 11:20:43,522 1025830ms MainViewModel          _timer_Tick        - || == TimerPopup.Interval :00:00:25
DEBUG 2012-07-05 11:20:43,522 1025830ms MainViewModel          _timer_Tick        - || == TimeOut :25
DEBUG 2012-07-05 11:20:43,897 1026205ms MainViewModel          SetLesson          - || == Current Item : 39/93
DEBUG 2012-07-05 11:20:44,085 1026392ms MainViewModel          <_timer_Tick>b__1  - || =================================

DEBUG 2012-07-05 11:20:44,085 1026392ms MainViewModel          <_timer_Tick>b__1  - || ==> Is Popup Showing
INFO  2012-07-05 11:20:59,086 1041393ms MainViewModel          _waitForClose_Tick - || {*} === Initial Timer For Close Popup === 
INFO  2012-07-05 11:20:59,086 1041393ms MainViewModel          _waitForClose_Tick - || ==> WaitBalloon() methods started 
DEBUG 2012-07-05 11:20:59,086 1041393ms MainViewModel          <WaitBalloon>b__3  - || == View Timer :14
DEBUG 2012-07-05 11:20:59,086 1041393ms MainViewModel          <WaitBalloon>b__3  - || ==> Popup Closed.......
DEBUG 2012-07-05 11:20:59,086 1041393ms MainViewModel          <WaitBalloon>b__3  - || ================================= 

DEBUG 2012-07-05 11:21:08,586 1050894ms MainViewModel          _timer_Tick        - || =============Summary=============
DEBUG 2012-07-05 11:21:08,586 1050894ms MainViewModel          _timer_Tick        - || == Timer tick : True
DEBUG 2012-07-05 11:21:08,586 1050894ms MainViewModel          _timer_Tick        - || == TimerPopup.Interval :00:00:25
DEBUG 2012-07-05 11:21:08,586 1050894ms MainViewModel          _timer_Tick        - || == TimeOut :25
DEBUG 2012-07-05 11:21:08,992 1051300ms MainViewModel          SetLesson          - || == Current Item : 40/93
DEBUG 2012-07-05 11:21:09,164 1051472ms MainViewModel          <_timer_Tick>b__1  - || =================================

DEBUG 2012-07-05 11:21:09,164 1051472ms MainViewModel          <_timer_Tick>b__1  - || ==> Is Popup Showing
INFO  2012-07-05 11:21:24,165 1066472ms MainViewModel          _waitForClose_Tick - || {*} === Initial Timer For Close Popup === 
INFO  2012-07-05 11:21:24,165 1066472ms MainViewModel          _waitForClose_Tick - || ==> WaitBalloon() methods started 
DEBUG 2012-07-05 11:21:24,165 1066472ms MainViewModel          <WaitBalloon>b__3  - || == View Timer :14
DEBUG 2012-07-05 11:21:24,165 1066472ms MainViewModel          <WaitBalloon>b__3  - || ==> Popup Closed.......
DEBUG 2012-07-05 11:21:24,165 1066472ms MainViewModel          <WaitBalloon>b__3  - || ================================= 

DEBUG 2012-07-05 11:21:33,650 1075957ms MainViewModel          _timer_Tick        - || =============Summary=============
DEBUG 2012-07-05 11:21:33,650 1075957ms MainViewModel          _timer_Tick        - || == Timer tick : True
DEBUG 2012-07-05 11:21:33,650 1075957ms MainViewModel          _timer_Tick        - || == TimerPopup.Interval :00:00:25
DEBUG 2012-07-05 11:21:33,650 1075957ms MainViewModel          _timer_Tick        - || == TimeOut :25
DEBUG 2012-07-05 11:21:34,103 1076410ms MainViewModel          SetLesson          - || == Current Item : 41/93
DEBUG 2012-07-05 11:21:34,259 1076567ms MainViewModel          <_timer_Tick>b__1  - || =================================

DEBUG 2012-07-05 11:21:34,259 1076567ms MainViewModel          <_timer_Tick>b__1  - || ==> Is Popup Showing
INFO  2012-07-05 11:21:49,260 1091567ms MainViewModel          _waitForClose_Tick - || {*} === Initial Timer For Close Popup === 
INFO  2012-07-05 11:21:49,260 1091567ms MainViewModel          _waitForClose_Tick - || ==> WaitBalloon() methods started 
DEBUG 2012-07-05 11:21:49,260 1091567ms MainViewModel          <WaitBalloon>b__3  - || == View Timer :14
DEBUG 2012-07-05 11:21:49,260 1091567ms MainViewModel          <WaitBalloon>b__3  - || ==> Popup Closed.......
DEBUG 2012-07-05 11:21:49,260 1091567ms MainViewModel          <WaitBalloon>b__3  - || ================================= 

DEBUG 2012-07-05 11:21:58,729 1101037ms MainViewModel          _timer_Tick        - || =============Summary=============
